Año,Mes,Cuántas personas viven en la vivienda?,Es vivienda o punto fijo?,Provincia,Municipio,Urbano o Rural?,Sector /Vereda,Perros totales,Machos (dogs),Hembras (dogs),Esterilizados (dogs),Sin esterilizar (dogs),Vacunados (dogs),Sin vacunar (dogs),Gatos totales,Machos (cats),Hembras (cats),Esterilizados (cats),Sin esterilizar (cats),Vacunados (cats)
2024,abril,3,Vivienda,sabana_centro,Chia,Urbano,Centro,0,0,0,0,0,0,0,2,2,0,2,0,2
2024,abril,3,Punto,sabana_centro,Chia,Urbano,La Balsa,1,1,0,1,0,1,0,1,1,0,1,0,1
2024,abril,6,Punto,sabana_centro,Chia,Urbano,Centro,1,0,1,0,1,1,0,0,0,0,0,0,0
2024,abril,3,Punto,sabana_centro,Chia,Urbano,Centro,1,0,1,1,0,1,0,0,0,0,0,0,0
2024,abril,5,Punto,sabana_centro,Chia,Urbano,Centro,1,0,1,0,1,1,0,0,0,0,0,0,0
2024,abril,3,Vivienda,sabana_centro,Chia,Rural,Fonqueta,18,6,12,9,9,18,0,0,0,0,0,0,0
2024,abril,3,Vivienda,sabana_centro,Chia,Rural,Fonqueta,2,0,2,2,0,2,0,0,0,0,0,0,0
2024,abril,4,Vivienda,sabana_centro,Chia,Rural,Fonqueta,1,0,1,1,0,1,0,0,0,0,0,0,0
2024,abril,2,Vivienda,sabana_centro,Chia,Urbano,Centro,0,0,0,0,0,0,0,2,1,1,2,0,2
2024,abril,4,Vivienda,sabana_centro,Chia,Urbano,Centro,2,0,2,2,0,2,0,0,0,0,0,0,0
2024,abril,1,Punto,sabana_centro,Chia,Urbano,Samaria,0,0,0,0,0,0,0,1,1,0,1,0,1
2024,abril,2,Punto,sabana_centro,Chia,Urbano,Samaria,1,1,0,0,1,1,0,0,0,0,0,0,0
2024,abril,1,Punto,sabana_centro,Chia,Urbano,Samaria,1,0,1,1,0,1,0,0,0,0,0,0,0
2024,abril,2,Punto,sabana_centro,Chia,Urbano,Samaria,0,0,0,0,0,0,0,1,1,0,1,0,1
2024,abril,1,Punto,sabana_centro,Chia,Urbano,Samaria,1,0,1,1,0,1,0,0,0,0,0,0,0
2024,abril,1,Punto,sabana_centro,Chia,Urbano,Samaria,1,0,1,0,1,1,0,0,0,0,0,0,0
2024,abril,2,Punto,sabana_centro,Chia,Urbano,Samaria,1,0,1,1,0,1,0,1,0,1,1,0,1
2024,abril,2,Punto,sabana_centro,Chia,Urbano,Samaria,0,0,0,0,0,0,0,1,1,0,1,0,1
2024,abril,1,Punto,sabana_centro,Chia,Urbano,Samaria,2,2,0,0,2,2,0,0,0,0,0,0,0
2024,abril,3,Punto,sabana_centro,Chia,Urbano,Samaria,0,0,0,0,0,0,0,1,0,1,0,1,1
2024,abril,2,Punto,sabana_centro,Chia,Urbano,Samaria,0,0,0,0,0,0,0,1,0,1,0,1,1
2024,abril,1,Punto,sabana_centro,Chia,Urbano,Samaria,1,1,0,1,0,1,0,0,0,0,0,0,0
2024,abril,1,Punto,sabana_centro,Chia,Urbano,Samaria,1,0,1,1,0,1,0,0,0,0,0,0,0
2024,abril,1,Punto,sabana_centro,Chia,Urbano,Samaria,1,1,0,1,0,1,0,0,0,0,0,0,0
2024,abril,1,Punto,sabana_centro,Chia,Urbano,Samaria,1,0,1,1,0,1,0,0,0,0,0,0,0
2024,abril,1,Punto,sabana_centro,Chia,Urbano,Samaria,0,0,0,0,0,0,0,2,0,2,2,0,2
2024,abril,3,Punto,sabana_centro,Chia,Urbano,Samaria,1,0,1,1,0,1,0,0,0,0,0,0,0
2024,abril,1,Punto,sabana_centro,Chia,Urbano,Samaria,1,1,0,0,1,1,0,0,0,0,0,0,0
2024,abril,1,Punto,sabana_centro,Chia,Urbano,Samaria,1,1,0,1,0,1,0,1,0,1,1,0,1
2024,abril,2,Punto,sabana_centro,Chia,Urbano,Samaria,1,0,1,1,0,1,0,1,0,1,0,1,1
2024,abril,1,Punto,sabana_centro,Chia,Urbano,Samaria,1,1,0,1,0,1,0,0,0,0,0,0,0
2024,abril,1,Punto,sabana_centro,Chia,Urbano,Samaria,1,0,1,0,1,1,0,0,0,0,0,0,0
2024,abril,1,Punto,sabana_centro,Chia,Urbano,Samaria,2,1,1,1,1,2,0,1,0,1,0,1,1
2024,abril,2,Punto,sabana_centro,Chia,Urbano,Samaria,3,1,2,1,2,3,0,0,0,0,0,0,0
2024,abril,1,Punto,sabana_centro,Chia,Urbano,Samaria,0,0,0,0,0,0,0,2,1,1,2,0,2
2024,abril,1,Punto,sabana_centro,Chia,Urbano,Samaria,1,0,1,1,0,1,0,0,0,0,0,0,0
2024,abril,1,Punto,sabana_centro,Chia,Urbano,Samaria,0,0,0,0,0,0,0,1,0,1,0,1,1
2024,abril,1,Punto,sabana_centro,Chia,Urbano,Samaria,2,0,2,2,0,2,0,0,0,0,0,0,0
2024,abril,1,Punto,sabana_centro,Chia,Urbano,Samaria,1,0,1,1,0,1,0,0,0,0,0,0,0
2024,abril,1,Punto,sabana_centro,Chia,Urbano,Samaria,0,0,0,0,0,0,0,1,0,1,1,0,1
2024,abril,1,Punto,sabana_centro,Chia,Urbano,Samaria,1,0,1,0,1,1,0,0,0,0,0,0,0
2024,abril,1,Punto,sabana_centro,Chia,Urbano,Samaria,1,0,1,1,0,1,0,0,0,0,0,0,0
2024,abril,1,Punto,sabana_centro,Chia,Urbano,Samaria,1,0,1,1,0,1,0,0,0,0,0,0,0
2024,abril,1,Vivienda,sabana_centro,Chia,Urbano,Samaria,1,1,0,1,0,1,0,1,1,0,1,0,1
2024,abril,2,Punto,sabana_centro,Chia,Urbano,Samaria,0,0,0,0,0,0,0,1,1,0,0,1,1
2024,abril,1,Punto,sabana_centro,Chia,Urbano,Samaria,1,0,1,0,1,1,0,1,1,0,1,0,1
2024,abril,0,Punto,sabana_centro,Chia,Rural,Samaria,1,0,1,1,0,1,0,0,0,0,0,0,0
2024,abril,1,Punto,sabana_centro,Chia,Urbano,Samaria,0,0,0,0,0,0,0,1,1,0,1,0,1
2024,abril,2,Punto,sabana_centro,Chia,Urbano,Samaria,1,1,0,0,1,1,0,0,0,0,0,0,0
2024,abril,1,Punto,sabana_centro,Chia,Urbano,Samaria,0,0,0,0,0,0,0,1,1,0,0,1,1
2024,abril,2,Punto,sabana_centro,Chia,Urbano,Samaria,0,0,0,0,0,0,0,1,1,0,1,0,1
2024,abril,1,Punto,sabana_centro,Chia,Urbano,Samaria,2,1,1,1,1,2,0,0,0,0,0,0,0
2024,abril,2,Punto,sabana_centro,Chia,Urbano,Samaria,1,0,1,0,1,1,0,0,0,0,0,0,0
2024,abril,1,Punto,sabana_centro,Chia,Urbano,Samaria,1,0,1,1,0,1,0,0,0,0,0,0,0
2024,abril,2,Punto,sabana_centro,Chia,Urbano,Samaria,0,0,0,0,0,0,0,4,0,4,4,0,4
2024,abril,1,Punto,sabana_centro,Chia,Urbano,Samaria,1,0,1,0,1,1,0,1,0,1,0,1,1
2024,abril,2,Punto,sabana_centro,Chia,Urbano,Samaria,1,1,0,1,0,1,0,0,0,0,0,0,0
2024,abril,3,Punto,sabana_centro,Chia,Urbano,Samaria,0,0,0,0,0,0,0,3,2,1,2,1,3
2024,abril,1,Punto,sabana_centro,Chia,Urbano,Samaria,1,0,1,1,0,1,0,0,0,0,0,0,0
2024,abril,2,Punto,sabana_centro,Chia,Urbano,Samaria,1,0,1,0,1,1,0,0,0,0,0,0,0
2024,abril,1,Punto,sabana_centro,Chia,Urbano,Samaria,0,0,0,0,0,0,0,1,1,0,1,0,1
2024,abril,2,Punto,sabana_centro,Chia,Urbano,Samaria,1,1,0,0,1,1,0,0,0,0,0,0,0
2024,abril,2,Punto,sabana_centro,Chia,Urbano,Samaria,0,0,0,0,0,0,0,1,0,1,1,0,1
2024,abril,1,Punto,sabana_centro,Chia,Urbano,Samaria,1,1,0,0,1,1,0,0,0,0,0,0,0
2024,abril,1,Punto,sabana_centro,Chia,Urbano,Samaria,1,1,0,0,1,1,0,0,0,0,0,0,0
2024,abril,1,Punto,sabana_centro,Chia,Urbano,Samaria,0,0,0,0,0,0,0,1,0,1,1,0,1
2024,abril,1,Punto,sabana_centro,Chia,Urbano,Samaria,0,0,0,0,0,0,0,1,0,1,1,0,1
2024,abril,1,Punto,sabana_centro,Chia,Urbano,Samaria,1,1,0,0,1,1,0,1,1,0,1,0,1
2024,abril,2,Punto,sabana_centro,Chia,Urbano,Samaria,2,0,2,1,1,2,0,2,2,0,2,0,2
2024,abril,3,Vivienda,sabana_centro,Chia,Rural,fagua,10,6,4,9,1,10,0,3,2,1,2,1,3
2024,abril,2,Punto,sabana_centro,Chia,Urbano,Samaria,1,1,0,0,1,1,0,0,0,0,0,0,0
2024,abril,2,Punto,sabana_centro,Chia,Urbano,Samaria,0,0,0,0,0,0,0,1,1,0,1,0,1
2024,abril,1,Punto,sabana_centro,Chia,Urbano,Samaria,0,0,0,0,0,0,0,2,1,1,2,0,2
2024,abril,2,Punto,sabana_centro,Chia,Urbano,Samaria,1,0,1,1,0,1,0,0,0,0,0,0,0
2024,abril,2,Punto,sabana_centro,Chia,Urbano,Samaria,1,0,1,1,0,1,0,0,0,0,0,0,0
2024,abril,2,Punto,sabana_centro,Chia,Urbano,Samaria,1,0,1,1,0,1,0,0,0,0,0,0,0
2024,abril,2,Punto,sabana_centro,Chia,Urbano,Samaria,0,0,0,0,0,0,0,1,0,1,1,0,1
2024,abril,1,Punto,sabana_centro,Chia,Urbano,Samaria,1,1,0,0,1,1,0,0,0,0,0,0,0
2024,abril,2,Punto,sabana_centro,Chia,Urbano,Samaria,0,0,0,0,0,0,0,1,1,0,1,0,1
2024,abril,3,Punto,sabana_centro,Chia,Urbano,16_Centro,0,0,0,0,0,0,0,2,1,1,2,0,2
2024,abril,2,Vivienda,sabana_centro,Chia,Rural,Otro,17,5,12,9,8,17,0,10,2,8,7,3,10
2024,abril,4,Punto,sabana_centro,Chia,Urbano,Otro,20,7,13,9,11,20,0,20,8,12,11,9,20
2024,abril,4,Punto,sabana_centro,Chia,Urbano,Otro,27,10,17,14,13,27,0,20,8,12,13,7,20
2024,abril,4,Punto,sabana_centro,Chia,Urbano,Otro,11,6,5,8,3,11,0,7,3,4,4,3,7
2024,abril,2,Vivienda,sabana_centro,Chia,Rural,fagua,23,10,13,19,4,23,0,3,2,1,3,0,3
2024,abril,3,Vivienda,sabana_centro,Chia,Rural,fagua,20,12,8,12,8,20,0,2,1,1,2,0,2
2024,abril,3,Punto,sabana_centro,Chia,Rural,fagua,17,10,7,9,8,17,0,3,2,1,3,0,3
2024,abril,1,Punto,sabana_centro,Chia,Urbano,Samaria,0,0,0,0,0,0,0,1,0,1,0,1,1
2024,abril,1,Punto,sabana_centro,Chia,Urbano,Samaria,1,1,0,0,1,1,0,0,0,0,0,0,0
2024,abril,2,Punto,sabana_centro,Chia,Urbano,Samaria,1,1,0,0,1,1,0,0,0,0,0,0,0
2024,abril,2,Punto,sabana_centro,Chia,Urbano,Samaria,0,0,0,0,0,0,0,1,0,1,1,0,1
2024,abril,2,Punto,sabana_centro,Chia,Urbano,Samaria,0,0,0,0,0,0,0,1,1,0,0,1,1
2024,abril,2,Punto,sabana_centro,Chia,Urbano,Samaria,1,0,1,1,0,1,0,0,0,0,0,0,0
2024,abril,1,Punto,sabana_centro,Chia,Urbano,Samaria,0,0,0,0,0,0,0,1,0,1,1,0,1
2024,abril,2,Punto,sabana_centro,Chia,Urbano,Samaria,1,0,1,0,1,1,0,1,0,1,1,0,1
2024,abril,2,Punto,sabana_centro,Chia,Urbano,Samaria,1,1,0,1,0,1,0,0,0,0,0,0,0
2024,abril,2,Punto,sabana_centro,Chia,Urbano,Samaria,0,0,0,0,0,0,0,1,0,1,1,0,1
2024,abril,2,Punto,sabana_centro,Chia,Urbano,Samaria,0,0,0,0,0,0,0,1,1,0,0,1,1
2024,abril,2,Punto,sabana_centro,Chia,Urbano,Samaria,0,0,0,0,0,0,0,1,1,0,1,0,1
2024,abril,2,Punto,sabana_centro,Chia,Urbano,Samaria,3,0,3,1,2,3,0,0,0,0,0,0,0
2024,abril,2,Punto,sabana_centro,Chia,Urbano,Samaria,1,1,0,0,1,1,0,0,0,0,0,0,0
2024,abril,1,Punto,sabana_centro,Chia,Urbano,Samaria,1,0,1,1,0,1,0,0,0,0,0,0,0
2024,abril,1,Punto,sabana_centro,Chia,Urbano,Samaria,0,0,0,0,0,0,0,1,1,0,1,0,1
2024,abril,3,Vivienda,sabana_centro,Chia,Urbano,Centro,0,0,0,0,0,0,0,2,2,0,2,0,2
2024,abril,3,Vivienda,sabana_centro,Chia,Urbano,Centro,1,1,0,0,1,1,0,0,0,0,0,0,0
2024,abril,3,Vivienda,sabana_centro,Chia,Urbano,Centro,0,0,0,0,0,0,0,1,0,1,1,0,1
2024,abril,3,Vivienda,sabana_centro,Chia,Urbano,Centro,0,0,0,0,0,0,0,1,0,1,1,0,1
2024,abril,2,Vivienda,sabana_centro,Chia,Urbano,Centro,1,0,1,0,1,1,0,0,0,0,0,0,0
2024,abril,3,Vivienda,sabana_centro,Chia,Urbano,Centro,5,3,2,2,3,5,0,1,0,1,1,0,1
2024,abril,3,Vivienda,sabana_centro,Chia,Urbano,Centro,2,1,1,1,1,2,0,0,0,0,0,0,0
2024,abril,1,Vivienda,sabana_centro,Chia,Urbano,Centro,0,0,0,0,0,0,0,1,0,1,1,0,1
2024,abril,1,Vivienda,sabana_centro,Chia,Urbano,Centro,2,2,0,0,2,2,0,0,0,0,0,0,0
2024,abril,2,Vivienda,sabana_centro,Chia,Urbano,Centro,2,2,0,0,2,2,0,0,0,0,0,0,0
2024,abril,2,Vivienda,sabana_centro,Chia,Urbano,Centro,1,1,0,1,0,1,0,0,0,0,0,0,0
2024,abril,2,Vivienda,sabana_centro,Chia,Urbano,Centro,1,0,1,1,0,1,0,1,0,1,1,0,1
2024,abril,2,Vivienda,sabana_centro,Chia,Urbano,Centro,0,0,0,0,0,0,0,2,2,0,0,2,2
2024,abril,1,Vivienda,sabana_centro,Chia,Urbano,Centro,0,0,0,0,0,0,0,2,1,1,2,0,2
2024,abril,2,Vivienda,sabana_centro,Chia,Urbano,Centro,0,0,0,0,0,0,0,2,0,2,2,0,2
2024,abril,2,Vivienda,sabana_centro,Chia,Urbano,Centro,1,0,1,1,0,1,0,0,0,0,0,0,0
2024,abril,2,Vivienda,sabana_centro,Chia,Urbano,Centro,0,0,0,0,0,0,0,1,0,1,1,0,1
2024,abril,2,Vivienda,sabana_centro,Chia,Urbano,Centro,1,0,1,0,1,1,0,0,0,0,0,0,0
2024,abril,2,Vivienda,sabana_centro,Chia,Urbano,Centro,1,0,1,1,0,1,0,0,0,0,0,0,0
2024,abril,2,Vivienda,sabana_centro,Chia,Urbano,Centro,1,1,0,0,1,1,0,0,0,0,0,0,0
2024,abril,2,Vivienda,sabana_centro,Chia,Urbano,Centro,3,0,3,3,0,3,0,1,0,1,1,0,1
2024,abril,2,Vivienda,sabana_centro,Chia,Urbano,Centro,0,0,0,0,0,0,0,2,2,0,2,0,2
2024,abril,2,Vivienda,sabana_centro,Chia,Urbano,Centro,3,1,2,3,0,3,0,1,1,0,1,0,1
2024,abril,1,Vivienda,sabana_centro,Chia,Urbano,Centro,9,3,6,6,3,9,0,0,0,0,0,0,0
2024,abril,2,Vivienda,sabana_centro,Chia,Urbano,Centro,1,0,1,1,0,1,0,0,0,0,0,0,0
2024,abril,2,Vivienda,sabana_centro,Chia,Urbano,Centro,2,1,1,2,0,2,0,0,0,0,0,0,0
2024,abril,2,Vivienda,sabana_centro,Chia,Urbano,Centro,1,1,0,1,0,1,0,5,4,1,4,1,5
2024,abril,2,Vivienda,sabana_centro,Chia,Urbano,Centro,0,0,0,0,0,0,0,1,1,0,1,0,1
2024,abril,1,Vivienda,sabana_centro,Chia,Urbano,Centro,1,1,0,0,1,1,0,0,0,0,0,0,0
2024,abril,2,Vivienda,sabana_centro,Chia,Urbano,Centro,2,2,0,0,2,2,0,1,1,0,1,0,1
2024,abril,3,Vivienda,sabana_centro,Chia,Urbano,Centro,1,0,1,0,1,1,0,0,0,0,0,0,0
2024,abril,2,Vivienda,sabana_centro,Chia,Urbano,fagua,7,2,5,7,0,7,0,5,2,3,4,1,5
2024,abril,4,Vivienda,sabana_centro,Chia,Urbano,fagua,16,11,5,5,11,16,0,4,4,0,1,3,4
2024,abril,4,Vivienda,sabana_centro,Chia,Urbano,Centro,1,1,0,1,0,1,0,0,0,0,0,0,0
2024,abril,4,Vivienda,sabana_centro,Chia,Urbano,fagua,9,7,2,4,5,9,0,3,0,3,2,1,3
2024,abril,2,Vivienda,sabana_centro,Chia,Urbano,Centro,1,1,0,0,1,1,0,2,0,2,1,1,2
2024,abril,3,Vivienda,sabana_centro,Chia,Urbano,Centro,2,1,1,1,1,2,0,0,0,0,0,0,0
2024,abril,3,Vivienda,sabana_centro,Chia,Urbano,Centro,1,1,0,1,0,1,0,0,0,0,0,0,0
2024,abril,1,Vivienda,sabana_centro,Chia,Urbano,fagua,14,7,7,5,9,14,0,2,0,2,2,0,2
2024,abril,1,Vivienda,sabana_centro,Chia,Urbano,Centro,1,0,1,0,1,1,0,4,1,3,2,2,4
2024,abril,2,Vivienda,sabana_centro,Chia,Urbano,Centro,0,0,0,0,0,0,0,1,0,1,1,0,1
2024,abril,2,Vivienda,sabana_centro,Chia,Urbano,Centro,0,0,0,0,0,0,0,1,1,0,1,0,1
2024,abril,2,Vivienda,sabana_centro,Chia,Urbano,Centro,1,0,1,1,0,1,0,0,0,0,0,0,0
2024,abril,2,Vivienda,sabana_centro,Chia,Urbano,Centro,0,0,0,0,0,0,0,1,0,1,1,0,1
2024,abril,1,Vivienda,sabana_centro,Chia,Urbano,fagua,15,10,5,12,3,15,0,8,2,6,7,1,8
2024,abril,2,Punto,sabana_centro,Chia,Urbano,Samaria,14,10,4,7,7,14,0,9,6,3,6,3,9
2024,abril,2,Vivienda,sabana_centro,Chia,Urbano,Centro,0,0,0,0,0,0,0,2,2,0,2,0,2
2024,abril,2,Vivienda,sabana_centro,Chia,Urbano,Centro,0,0,0,0,0,0,0,1,1,0,1,0,1
2024,abril,2,Vivienda,sabana_centro,Chia,Urbano,Centro,0,0,0,0,0,0,0,2,1,1,1,1,2
2024,abril,2,Vivienda,sabana_centro,Chia,Urbano,Centro,0,0,0,0,0,0,0,1,0,1,1,0,1
2024,abril,2,Vivienda,sabana_centro,Chia,Urbano,fagua,18,12,6,9,9,18,0,3,2,1,3,0,3
2024,abril,2,Vivienda,sabana_centro,Chia,Urbano,Centro,2,1,1,2,0,2,0,1,0,1,1,0,1
2024,abril,1,Vivienda,sabana_centro,Chia,Urbano,Centro,0,0,0,0,0,0,0,1,0,1,1,0,1
2024,abril,1,Vivienda,sabana_centro,Chia,Urbano,Centro,0,0,0,0,0,0,0,1,1,0,0,1,1
2024,abril,3,Vivienda,sabana_centro,Chia,Urbano,Centro,1,0,1,1,0,1,0,1,0,1,1,0,1
2024,abril,3,Vivienda,sabana_centro,Chia,Urbano,Centro,3,2,1,2,1,3,0,0,0,0,0,0,0
2024,abril,3,Vivienda,sabana_centro,Chia,Urbano,Centro,0,0,0,0,0,0,0,1,0,1,1,0,1
2024,abril,3,Punto,sabana_centro,Chia,Urbano,Samaria,0,0,0,0,0,0,0,2,0,2,2,0,2
2024,abril,2,Vivienda,sabana_centro,Chia,Urbano,Centro,1,1,0,1,0,1,0,0,0,0,0,0,0
2024,abril,3,Vivienda,sabana_centro,Chia,Urbano,Centro,1,1,0,1,0,1,0,0,0,0,0,0,0
2024,abril,3,Vivienda,sabana_centro,Chia,Urbano,Centro,2,2,0,0,2,2,0,1,1,0,0,1,1
2024,abril,1,Vivienda,sabana_centro,Chia,Urbano,Centro,1,1,0,1,0,1,0,0,0,0,0,0,0
2024,abril,1,Vivienda,sabana_centro,Chia,Urbano,Centro,0,0,0,0,0,0,0,2,2,0,2,0,2
2024,abril,2,Vivienda,sabana_centro,Chia,Urbano,Centro,0,0,0,0,0,0,0,2,1,1,2,0,2
2024,abril,2,Vivienda,sabana_centro,Chia,Urbano,Centro,2,0,2,2,0,2,0,0,0,0,0,0,0
2024,abril,2,Vivienda,sabana_centro,Chia,Urbano,Centro,1,0,1,0,1,1,0,0,0,0,0,0,0
2024,abril,2,Vivienda,sabana_centro,Chia,Urbano,Centro,1,1,0,1,0,1,0,0,0,0,0,0,0
2024,abril,1,Vivienda,sabana_centro,Chia,Urbano,Centro,0,0,0,0,0,0,0,2,0,2,2,0,2
2024,abril,2,Vivienda,sabana_centro,Chia,Urbano,Centro,1,1,0,0,1,1,0,0,0,0,0,0,0
2024,abril,2,Vivienda,sabana_centro,Chia,Urbano,Centro,0,0,0,0,0,0,0,1,0,1,1,0,1
